division,product_type,material_type,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990200,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109902200L,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901065,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900037,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903090,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099030,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900037,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099030,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,USA,United States,6109901065,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990200,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903090,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109902200L,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099030,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109902200L,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,KOR,South Korea,6109903090,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900037,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901065,knitted tank,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,BRA,Brazil,61099000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,KOR,South Korea,6109903010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990200,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,CHN,China,6109909000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109900200K,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990200,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109900200K,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,CHN,China,6109909000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,AUS,Australia,6109900006,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,NOR,Norway,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,EU,Europe,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,DIST,Distributor countries,610990,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,NZL,New Zealand,6109900200K,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,CHN,China,6109909000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,CAN,Canada,6109900010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,NZL,New Zealand,6109900200K,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knit,BRA,Brazil,61099000,nan,
Women,Short Sleeves,Knit,NOR,Norway,61099010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,AUS,Australia,6109900006,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,EU,Europe,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,KOR,South Korea,6109903010,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,JPN,Japan,610990200,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,DIST,Distributor countries,610990,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Short Sleeves,Knit,USA,United States,6109901050,knitted t-shirt,"85% Recycled Polyester, 15% Elastane - EL"
Women,Shorts,Woven,AUS,Australia,6204630004,woven shorts,100% Polyester
Women,Shorts,Woven,BRA,Brazil,62046300,nan,
Women,Shorts,Woven,KOR,South Korea,6204630000,woven shorts,100% Polyester
Women,Shorts,Woven,USA,United States,6204631132,woven shorts,100% Polyester
Women,Shorts,Woven,DIST,Distributor countries,620463,woven shorts,100% Polyester
Women,Shorts,Woven,HKG,Hong Kong,62046310,woven shorts,100% Polyester
Women,Shorts,Woven,NZL,New Zealand,6204630203B,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,NOR,Norway,62046301,woven shorts,100% Polyester
Women,Shorts,Woven,CHN,China,6204630000,woven shorts,100% Polyester
Women,Shorts,Woven,GBR,United Kingdom,6204639090,woven shorts,100% Polyester
Women,Shorts,Woven,EU,Europe,6204639090,woven shorts,100% Polyester
Women,Shorts,Woven,CAN,Canada,6204630020,woven shorts,100% Polyester
Women,Shorts,Woven,CHE,Switzerland,62046300-000,woven shorts,100% Polyester
Women,Shorts,Woven,JPN,Japan,620463200,woven shorts,100% Polyester
Women,Skirts,Woven,CAN,Canada,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,BRA,Brazil,62045300,nan,
Women,Skirts,Woven,CHN,China,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,CHE,Switzerland,62045300-000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,JPN,Japan,620453200,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,USA,United States,6204533010,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,KOR,South Korea,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,AUS,Australia,6204530011,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,NOR,Norway,62045300,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,EU,Europe,6204530090,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,HKG,Hong Kong,62045300,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,NZL,New Zealand,6204530200D,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,DIST,Distributor countries,620453,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,GBR,United Kingdom,6204530090,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,BRA,Brazil,62045300,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,AUS,Australia,6204530011,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,CHE,Switzerland,62045300-000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,HKG,Hong Kong,62045300,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,GBR,United Kingdom,6204530090,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,KOR,South Korea,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,NZL,New Zealand,6204530200D,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,DIST,Distributor countries,620453,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,CHN,China,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,NOR,Norway,62045300,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,CAN,Canada,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,JPN,Japan,620453200,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,USA,United States,6204533010,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,EU,Europe,6204530090,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,JPN,Japan,620453200,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,NOR,Norway,62045300,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,DIST,Distributor countries,620453,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,CAN,Canada,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,KOR,South Korea,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,AUS,Australia,6204530011,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,NZL,New Zealand,6204530200D,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,USA,United States,6204533010,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,BRA,Brazil,62045300,nan,
Women,Skirts,Woven,EU,Europe,6204530090,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,HKG,Hong Kong,62045300,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,CHN,China,6204530000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,CHE,Switzerland,62045300-000,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Skirts,Woven,GBR,United Kingdom,6204530090,woven skirt,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Short Sleeves,Knitted,KOR,South Korea,6109909000,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,CHE,Switzerland,61099000-000,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,CAN,Canada,6109900010,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,USA,United States,6109901050,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,CHN,China,6109909000,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,BRA,Brazil,61099000,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,GBR,United Kingdom,6109902000,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,AUS,Australia,6109900006,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,DIST,Distributor countries,610990,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,NZL,New Zealand,6109901200E,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,EU,Europe,6109902000,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,HKG,Hong Kong,61099010,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,NOR,Norway,61099010,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,JPN,Japan,610990200,knitted t-shirt,"85% Polyester (Mechanical Recycled) - rPES, 15% Elastane - EL"
Women,Short Sleeves,Knitted,DIST,Distributor countries,610910,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,GBR,United Kingdom,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,BRA,Brazil,61091000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CAN,Canada,6109100022,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,JPN,Japan,610910010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,EU,Europe,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NOR,Norway,61091000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,KOR,South Korea,6109101000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,HKG,Hong Kong,61091010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHN,China,6109100000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NZL,New Zealand,6109100200L,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHE,Switzerland,61091000-000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,AUS,Australia,6109100006,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,USA,United States,6109100040,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHE,Switzerland,61091000-000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CAN,Canada,6109100022,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHN,China,6109100000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,HKG,Hong Kong,61091010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,USA,United States,6109100040,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,EU,Europe,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NZL,New Zealand,6109100200L,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,GBR,United Kingdom,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,KOR,South Korea,6109101000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,BRA,Brazil,61091000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,AUS,Australia,6109100006,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NOR,Norway,61091000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,DIST,Distributor countries,610910,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,JPN,Japan,610910010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,USA,United States,6109100040,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CAN,Canada,6109100022,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,GBR,United Kingdom,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,DIST,Distributor countries,610910,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHN,China,6109100000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NZL,New Zealand,6109100200L,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,HKG,Hong Kong,61091010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,KOR,South Korea,6109101000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,BRA,Brazil,61091000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,JPN,Japan,610910010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NOR,Norway,61091000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,EU,Europe,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHE,Switzerland,61091000-000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,AUS,Australia,6109100006,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,-,BRA,Brazil,61091000,nan,
Women,Short Sleeves,Knitted,CAN,Canada,6109100022,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,EU,Europe,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHE,Switzerland,61091000-000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,JPN,Japan,610910010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,HKG,Hong Kong,61091010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,GBR,United Kingdom,6109100010,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,USA,United States,6109100040,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,AUS,Australia,6109100006,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NZL,New Zealand,6109100200L,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,KOR,South Korea,6109101000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,CHN,China,6109100000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,DIST,Distributor countries,610910,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knitted,NOR,Norway,61091000,knitted t-shirt,100% Cotton (Organic) - CO
Women,Short Sleeves,Knit,USA,United States,6109901065,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,JPN,Japan,610990200,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,BRA,Brazil,61099000,nan,
Women,Short Sleeves,Knit,GBR,United Kingdom,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CHN,China,6109909000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,CAN,Canada,6109900010,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,DIST,Distributor countries,610990,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,HKG,Hong Kong,61099030,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,EU,Europe,6109902000,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,AUS,Australia,6109900037,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,KOR,South Korea,6109903090,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
Women,Short Sleeves,Knit,NZL,New Zealand,6109902200L,knitted tank,"73% Polyamide (Nylon) - PA, 27% Elastane - EL"
