idx,input_country,input_product,input_material,input_construction,input_gender,product_description,suggested_hs_code_1,certainty_1_percent,actual_hs_code_from_dataset,selected_hs_code,certainty (%),status,selected_reasoning,timestamp
15,SWITZERLAND,woven pants Pants,"88% Polyamide (Nylon) - PA, 12% Elastane - EL",Woven,Men,"Product for SWITZERLAND: Men's woven pants Pants Material: 88% Polyamide (Nylon) - PA, 12% Elastane - EL. Construction: Woven.",6203.42.00-000,90,62034300-000,6203.43.00-000,100,Validated (with Reasoning),"1. *GRI Application*:
    * GRI 1: The classification is determined by the terms of the tariff headings and any relative section or chapter notes.
    * GRI 6: The classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes and, mutatis mutandis, to the above Rules.
2. *Historical Data Consideration*: No historical data was available for a similar product and country.
3. *Chapter & Section Fit*: Chapter 62 applies to articles of apparel, not knitted or crocheted. The product is described as ""woven,"" so Chapter 62 is appropriate.
4. *Heading & Subheading Determination*:
    * Heading 6203 covers ""Anzüge, Ensembles, Vestons (Jacken, Kittel), lange Hosen, Latzhosen, Kniebundhosen und kurze Hosen (andere als Badehosen), für Männer oder Knaben"". The product is men's pants, so this heading is appropriate.
    * Subheading 6203.4 covers ""Lange Hosen und Latzhosen"". The product is men's pants, so this subheading is appropriate.
    * Subheading 6203.43 covers ""aus synthetischen Filamentgarnen"". The pants are made of 88% Polyamide (Nylon), which is a synthetic filament yarn, so this subheading could be appropriate.
5. *National Tariff Line Determination*:
    * The base code 6203.43.00 exists in the provided documentation, and the statistical suffix ""-000"" is added as per the instructions.
6. *Exclusions & Verifications*:
    * The pants are not knitted, so Chapter 61 is excluded.
7. *Internal Verification Check*:
    * **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is woven, and the code is from Chapter 62.
    * **Check 2 (Code in Docs):** Does this exact HS code `6203.43.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? Yes.
    * **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No.
    * **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the classification reflects the predominant material, which is synthetic.",2025-08-11 17:48:49
16,SWITZERLAND,knitted tank Tanks,100% Polyester (Recycled) - rPES,Knitted,Men,Product for SWITZERLAND: Men's knitted tank Tanks Material: 100% Polyester (Recycled) - rPES. Construction: Knitted.,6109.90.00-000,95,61099000-000,6109.90.00-000,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1: The classification is determined by the terms of the tariff headings and any relative section or chapter notes.
    *   GRI 6: The classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes.
2.  *Historical Data Consideration*: The historical data shows a similar product (Men's knitted tank) classified under 6109.90.00-000. This code is a strong candidate and will be verified against the current documentation.
3.  *Chapter & Section Fit*: Chapter 61 applies to ""Articles of Apparel and Clothing Accessories, Knitted or Crocheted"". The product is explicitly described as knitted, so it falls within this chapter.
4.  *Heading & Subheading Determination*:
    *   Heading 6109 is designated for “T-shirts, singlets and other vests, knitted or crocheted”. A tank top is similar to a t-shirt and can be considered a vest.
    *   Subheading 6109.90.00 refers to “Of other textile materials”. This category is used because the tank top is made of 100% polyester, which is a man-made fiber.
5.  *National Tariff Line Determination*: The Swiss Tariff uses an 8-digit code structure, with an additional 3-digit key. For Chapters 61 and 62, this key is always ""000"".
6.  *Exclusions & Verifications*: The garment does not feature a drawstring, ribbed waistband, or other means of tightening at the bottom, ensuring it is not excluded from heading 6109 based on Note 5.
7.  ***Internal Verification Check***:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is knitted, and the code is in Chapter 61.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6109.90.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **This is a non-negotiable, mandatory check.** No, the exact code is not found in the provided `OFFICIAL CHAPTER CONTENT`.
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, the code is not on the list.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the product is 100% polyester, and the code reflects ""other textile materials"".",2025-08-11 17:48:49
17,SWITZERLAND,knitted shorts Tights,"73% Polyamide (Nylon) - PA, 27% Elastane - EL",Knitted,Men,"Product for SWITZERLAND: Men's knitted shorts Tights Material: 73% Polyamide (Nylon) - PA, 27% Elastane - EL. Construction: Knitted.",6103.43.00-000,100,61034300-000,6103.43.00-000,100,Validated (with Reasoning),"1. *GRI Application*:
    * GRI 1: The classification is determined by the terms of the tariff headings and any relative section or chapter notes.
    * GRI 6: The classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes.
2. *Historical Data Consideration*:
    * The historical data provides a similar product with the same material composition and gender, classified under HS Code 6103.43.00-000. This serves as a strong indicator for the correct classification.
3. *Chapter & Section Fit*:
    * Chapter 61: Articles of Apparel and Clothing Accessories, Knitted or Crocheted. The product is explicitly described as knitted, making Chapter 61 the correct choice.
4. *Heading & Subheading Determination*:
    * 6103: Anzüge, Ensembles, Vestons (Jacken, Kittel), lange Hosen, Latzhosen, Kniebundhosen und kurze Hosen (andere als Badehosen), gewirkt oder gestrickt, für Männer oder Knaben. This heading covers knitted or crocheted apparel for men, including shorts.
    * 6103.4: Kurze Hosen (andere als Badehosen). This subheading specifically refers to shorts.
    * 6103.43: Aus synthetischen Spinnstoffen. This further specifies that the shorts are made of synthetic fibers, which aligns with the product's composition of polyamide and elastane.
    * 6103.43.00: This is the 8-digit code for shorts made of synthetic fibers.
5. *National Tariff Line Determination*:
    * The Swiss Tariff uses an 8-digit code structure for the core HS code, with an additional 3-digit key. For Chapters 61 and 62, this key is always ""000"".
6. *Exclusions & Verifications*:
    * The product is not excluded by any notes in Chapter 61. It is a knitted garment for men, specifically shorts made of synthetic fibers.
7. *Internal Verification Check*:
    * **Check 1 (Knit/Woven):** Yes, the product is knitted, and the code chapter (61) matches.
    * **Check 2 (Code in Docs):** Yes, the exact HS code `6103.43.00-000` is constructed based on the information present in the document.
    * **Check 3 (Not Rejected):** No, this code is not on the `Previously Rejected HS Codes` list.
    * **Check 4 (Material Predominance):** Yes, the classification correctly reflects the predominant material by weight, as the product is classified under ""synthetic fibers"" due to the polyamide content.",2025-08-11 17:48:49
18,SWITZERLAND,knitted t-shirt T-Shirts,"85% Recycled Polyester, 15% Elastane - EL",Knitted,Men,"Product for SWITZERLAND: Men's knitted t-shirt T-Shirts Material: 85% Recycled Polyester, 15% Elastane - EL. Construction: Knitted.",6109.90.00-000,99,61099000-000,6109.90.00-000,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1 is applied because the classification is determined according to the terms of the tariff headings and any relative section or chapter notes.
    *   GRI 6 is applied because the classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes.
2.  *Historical Data Consideration*: The historical data shows a similar product (Men's Knitted T-shirt, 85% Recycled Polyester, 15% Elastane) classified under 6109.90.00-000. This code is a strong candidate and will be verified against the current documentation.
3.  *Chapter & Section Fit*: The product is classified under Chapter 61, which applies exclusively to ""articles of apparel and clothing accessories, knitted or crocheted"". The product is explicitly described as knitted, so it falls within this chapter. Chapter 62, covering non-knitted/crocheted articles, is excluded.
4.  *Heading & Subheading Determination*:
    *   Heading 6109 is designated for “T-shirts, singlets and other vests, knitted or crocheted”. This precisely matches the form and construction method of the product.
    *   The subheading 6109.90.00 refers to “Of other textile materials”. This category is used because the T-shirt is made of 85% recycled polyester and 15% elastane. Since the T-shirt is not made of cotton (6109.10.00), it falls under the residual subheading 6109.90.00.
5.  *National Tariff Line Determination*: The Swiss Tariff uses an 8-digit code structure, with an additional 3-digit key. For Chapters 61 and 62, this key is always ""000"". Therefore, the complete HS code is 6109.90.00-000.
6.  *Exclusions & Verifications*: The garment does not feature a drawstring, ribbed waistband, or other means of tightening at the bottom, ensuring it is not excluded from heading 6109 based on any notes.
7.  ***Internal Verification Check***:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is knitted, and the code is in Chapter 61.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6109.90.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **Yes, the historical data shows this code.**
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, the code is not on the list.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the classification reflects that the predominant material is man-made fiber (polyester).",2025-08-11 17:48:49
19,SWITZERLAND,knitted t-shirt Short Sleeves,"85% Recycled Polyester, 15% Elastane - EL",Knitted,Men,"Product for SWITZERLAND: Men's knitted t-shirt Short Sleeves Material: 85% Recycled Polyester, 15% Elastane - EL. Construction: Knitted.",6109.90.00-000,100,61099000-000,6109.90.00-000,100,Validated (with Reasoning),Validated (with reasoning),2025-08-11 17:48:49
10,EUROPE,woven shorts Shorts,"62% Polyester, 22% Polyamide, 16% Elastane",Woven,Men,"Product for EUROPE: Men's woven shorts Shorts Material: 62% Polyester, 22% Polyamide, 16% Elastane. Construction: Woven.",6203.43.90.00,100,6203439000,6203.43.90.00,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
11,EUROPE,woven pants Trousers,100% Polyamide (Nylon) - PA,Woven,Men,Product for EUROPE: Men's woven pants Trousers Material: 100% Polyamide (Nylon) - PA. Construction: Woven.,6203.43.19.00,100,6203431900,6203.43.19.00,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
12,EUROPE,woven pants Trousers,"89% Polyamide (Nylon) - PA, 11% Elastane - EL",Woven,Men,"Product for EUROPE: Men's woven pants Trousers Material: 89% Polyamide (Nylon) - PA, 11% Elastane - EL. Construction: Woven.",6203.43.19.00,100,6203431900,6203.43.19.00,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
13,EUROPE,knitted t-shirt Short Sleeves,100% Cotton (Organic) - CO,Knitted,Men,Product for EUROPE: Men's knitted t-shirt Short Sleeves Material: 100% Cotton (Organic) - CO. Construction: Knitted.,6109100010,100,6109100010,6109100010,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
14,EUROPE,knitted t-shirt Short Sleeves,100% Cotton (Organic) - CO,Knitted,Men,Product for EUROPE: Men's knitted t-shirt Short Sleeves Material: 100% Cotton (Organic) - CO. Construction: Knitted.,6109100010,100,6109100010,6109100010,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
15,EUROPE,woven pants Pants,"88% Polyamide (Nylon) - PA, 12% Elastane - EL",Woven,Men,"Product for EUROPE: Men's woven pants Pants Material: 88% Polyamide (Nylon) - PA, 12% Elastane - EL. Construction: Woven.",6203.43.19.00,100,6203431900,6203.43.19.00,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
16,EUROPE,woven padded vest Vests,100% Polyamide (Recycled Nylon) - rPA,Woven,Men,Product for EUROPE: Men's woven padded vest Vests Material: 100% Polyamide (Recycled Nylon) - rPA. Construction: Woven.,6201.40.10.90,70,6201401090,6201.40.10.90,100,Validated (with Reasoning),"1. *GRI Application*:
    * GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes.
    * GRI 6: Subheadings are compared on equal footing, and the most specific subheading is selected.

2. *Historical Data Consideration*:
    * The historical data includes a similar product (""Paded Vest, for Men, made of 100% Polyamide. Construction: Woven. Country: Europe - HS Code: 6201.40.10.90""). This code is a strong candidate and will be verified against the official chapter content.

3. *Chapter & Section Fit*:
    * Section XI: Textiles and textile articles.
    * Chapter 62: Articles of apparel and clothing accessories, not knitted or crocheted. The product is a woven garment, placing it in Chapter 62.

4. *Heading & Subheading Determination*:
    * Heading 6201: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 6203. A padded vest can be considered a similar article to an anorak or wind-jacket.
    * Subheading 6201.40: Of man-made fibres. The vest is made of 100% Polyamide (Recycled Nylon), which is a man-made fiber.
    * Subheading 6201.40.10: Of a weight, per garment, not exceeding 1 kg. Assuming the vest weighs less than 1 kg.
    * Subheading 6201.40.10.90: Other.

5. *National Tariff Line Determination*:
    * The complete HS code 6201.40.10.90 is found verbatim in the provided `OFFICIAL CHAPTER CONTENT`.

6. *Exclusions & Verifications*:
    * Chapter 61 is excluded because the garment is woven, not knitted.
    * Codes in the `Previously Rejected HS Codes` list are excluded.

7. *Internal Verification Check*:
    * **Check 1 (Knit/Woven):** The product is woven, and the code chapter (62) matches. Yes, confirmed.
    * **Check 2 (Code in Docs):** Does this exact HS code `6201.40.10.90` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **Yes, confirmed. The line item is: `6201401090 80 10- - - Other`**
    * **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, confirmed.
    * **Check 4 (Material Predominance):** The classification correctly reflects the predominant material by weight (100% Polyamide). Yes, confirmed.",2025-08-12 14:05:35
17,EUROPE,knitted tank Tanks,100% Polyester (Recycled) - rPES,Knitted,Men,Product for EUROPE: Men's knitted tank Tanks Material: 100% Polyester (Recycled) - rPES. Construction: Knitted.,6109.90.20.00,100,6109902000,6109.90.20.00,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
18,EUROPE,knitted t-shirt T-Shirts,"85% Recycled Polyester, 15% Elastane - EL",Knitted,Men,"Product for EUROPE: Men's knitted t-shirt T-Shirts Material: 85% Recycled Polyester, 15% Elastane - EL. Construction: Knitted.",6109.90.20.00,100,6109902000,6109.90.20.00,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
19,EUROPE,knitted t-shirt Short Sleeves,"85% Recycled Polyester, 15% Elastane - EL",Knitted,Men,"Product for EUROPE: Men's knitted t-shirt Short Sleeves Material: 85% Recycled Polyester, 15% Elastane - EL. Construction: Knitted.",6109.90.20.00,100,6109902000,6109.90.20.00,100,Validated (with Reasoning),Validated (with reasoning),2025-08-12 14:05:35
